id,source,query,title,year,venue,doi,url,authors,abstract
10.70675/b5d,crossref,contact-rich robot learning tactile topology,Tribological activation of tactile receptors by vibrations induced at the finger contact surface,2026,,10.70675/b5dffb4az1e1az4341z95e5zd95f8e6deb5d,https://doi.org/10.70675/b5dffb4az1e1az4341z95e5zd95f8e6deb5d,"Fagiani, Ramona","Activation tribologique des perceptions tactiles par vibrations induites sur la surface de contact du doigt Cette thèse traite des aspects tribologiques et dynamiques de la perception tactile donnée par un doigt lors du balayage d'une surface. Une attention particulière est portée à l'analyse directe des spectres des vibrations induites par contact entre le doigt et la surface touchée, qui représente un nouveau champ de recherche. En fait, si le fait que les vibrations activent les afférentes tactiles et leur rôle essentiel pour la perception des textures fines est une chose acquise (duplex theory of tactile texture perception), le lien entre les caractéristiques de la surface, leur perception et les caractéristiques des spectres des vibrations induites est encore inconnu. Le travail de es"
fb7c3adecafd,arxiv,contact-rich robot learning tactile topology,Tube Diffusion Policy: Reactive Visual-Tactile Policy Learning for Contact-rich Manipulation,2026,arXiv,,,Teng Xue; Alberto Rigo; Bingjian Huang; Jiayi Shen; Zhengtong Xu; Nick Colonnese; Amirhossein H. Memar,"Contact-rich manipulation is central to many everyday human activities, requiring continuous adaptation to contact uncertainty and external disturbances through multi-modal perception, particularly vision and tactile feedback. While imitation learning has shown strong potential for learning complex manipulation behaviors, most existing approaches rely on action chunking, which fundamentally limits their ability to react to unforeseen observations during execution. This limitation becomes especially critical in contact-rich scenarios, where physical uncertainty and high-frequency tactile feedback demand rapid, reactive control. To address this challenge, we propose Tube Diffusion Policy (TDP), a novel reactive visual-tactile policy learning framework that bridges diffusion-based imitation l"
10.1109/lra.,crossref,contact-rich robot learning tactile topology,Visual-Tactile Peg-in-Hole Assembly Learning From Peg-Out-of-Hole Disassembly,2026,IEEE Robotics and Automation Letters,10.1109/lra.2026.3679227,https://doi.org/10.1109/lra.2026.3679227,"Zhao, Yongqiang; Zhang, Xuyang; Chen, Zhuo; Leonetti, Matteo; Spyrakos-Papastavridis, Emmanouil; Luo, Shan",
10.1016/0095,crossref,deformable object contact topology,Contact angles of liquids at deformable solid surfaces,1961,Journal of Colloid Science,10.1016/0095-8522(61)90032-0,https://doi.org/10.1016/0095-8522(61)90032-0,"Lester, G.R",
10.1007/978-,crossref,deformable object contact topology,An axisymmetric contact patch configuration for two slabs in frictionally heated contact,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_14,https://doi.org/10.1007/978-94-011-8137-2_14,"Burton, R. A.",
10.1007/978-,crossref,deformable object contact topology,Applications for contact theories in nuclear reactor technology,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_25,https://doi.org/10.1007/978-94-011-8137-2_25,"Mitchell, L. A.",
10.1007/978-,crossref,deformable object contact topology,Aspects of contact mechanics,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_1,https://doi.org/10.1007/978-94-011-8137-2_1,"Kalker, J. J.",
10.1007/978-,crossref,deformable object contact topology,Certain asymmetrical contact problems for semi-space,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_7,https://doi.org/10.1007/978-94-011-8137-2_7,"Abramjan, B. L.",
10.1007/978-,crossref,deformable object contact topology,Consideration of the theory of cracks from the point of view of contact problems of the theory of elasticity,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_6,https://doi.org/10.1007/978-94-011-8137-2_6,"Išlinskij, A. Ju.",
10.1007/978-,crossref,deformable object contact topology,Contact of rough surfaces of work-hardening materials,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_22,https://doi.org/10.1007/978-94-011-8137-2_22,"Halling, J.; Nuri, K. A.",
10.1007/978-,crossref,deformable object contact topology,Contact stresses for multiply-connected Regions - the case of pitted spheres,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_19,https://doi.org/10.1007/978-94-011-8137-2_19,"Singh, K. P.; Paul, B.; Woodward, W. S.",
10.1007/978-,crossref,deformable object contact topology,Dynamic contact stresses produced by impact in elastic plates of finite thickness,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_15,https://doi.org/10.1007/978-94-011-8137-2_15,"Tsai, Y. M.",
10.1007/978-,crossref,deformable object contact topology,Heat effects in rolling contact,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_12,https://doi.org/10.1007/978-94-011-8137-2_12,"Ling, F. F.",
10.1007/978-,crossref,deformable object contact topology,Impact on a worn surface,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_17,https://doi.org/10.1007/978-94-011-8137-2_17,"Engel, P. A.",
10.1007/978-,crossref,deformable object contact topology,Influence of an elastic layer on the tangential compliance of bodies in contact,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_10,https://doi.org/10.1007/978-94-011-8137-2_10,"Goodman, L. E.; Keer, L. M.",
10.1007/978-,crossref,deformable object contact topology,Linearized contact vibration analysis,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_26,https://doi.org/10.1007/978-94-011-8137-2_26,"Nayak, P. R.",
10.1007/978-,crossref,deformable object contact topology,Non-Hertzian contact of elastic spheres,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_2,https://doi.org/10.1007/978-94-011-8137-2_2,"Johnson, K. L.",
10.1007/978-,crossref,deformable object contact topology,"On the two-dimensional contact problem of a rigid cylinder, pressed between two elastic layers",1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_9,https://doi.org/10.1007/978-94-011-8137-2_9,"Alblas, J. B.",
10.1007/978-,crossref,deformable object contact topology,Properties of elastic bodies in contact,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_4,https://doi.org/10.1007/978-94-011-8137-2_4,"Dundurs, J.",
10.1007/978-,crossref,deformable object contact topology,Signorini’s problem in viscoelasticity,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_3,https://doi.org/10.1007/978-94-011-8137-2_3,"Boucher, M.",
10.1007/978-,crossref,deformable object contact topology,Similarity considerations for contact between dissimilar elastic bodies,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_5,https://doi.org/10.1007/978-94-011-8137-2_5,"Spence, D. A.",
10.1007/978-,crossref,deformable object contact topology,Small scale plastic flow associated with rolling,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_11,https://doi.org/10.1007/978-94-011-8137-2_11,"Christoffersen, J.",
10.1007/978-,crossref,deformable object contact topology,Stylus profilometry and the analysis of the contact of rough surfaces,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_20,https://doi.org/10.1007/978-94-011-8137-2_20,"Archard, J. F.; Hunt, R. T.; Onions, R. A.",
10.1007/978-,crossref,deformable object contact topology,The frictional contact of rubber,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_24,https://doi.org/10.1007/978-94-011-8137-2_24,"Schallamach, A.",
10.1007/978-,crossref,deformable object contact topology,The mechanics of the contact between deformable bodies,1975,,10.1007/978-94-011-8137-2,https://doi.org/10.1007/978-94-011-8137-2,,
10.1007/978-,crossref,deformable object contact topology,The normal contact of arbitrarily shaped multilayered elastic bodies,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_18,https://doi.org/10.1007/978-94-011-8137-2_18,"Johns, T. G.; Leissa, A. W.",
10.1007/978-,crossref,deformable object contact topology,Thermoelastic contact problems,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_13,https://doi.org/10.1007/978-94-011-8137-2_13,"Barber, J. R.",
10.1007/978-,crossref,deformable object contact topology,Transition of collision contact force between a viscoelastic half-space and a flat-headed rigid body,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_16,https://doi.org/10.1007/978-94-011-8137-2_16,"Kawatate, K.",
10.1007/978-,crossref,deformable object contact topology,Unbonded contact between a circular plate and an elastic foundation,1975,The mechanics of the contact between deformable bodies,10.1007/978-94-011-8137-2_8,https://doi.org/10.1007/978-94-011-8137-2_8,"Gladwell, G. M. L.",
10.1016/0045,crossref,deformable object contact topology,Dynamic contact of deformable bodies,1990,Computers &amp; Structures,10.1016/0045-7949(90)90186-6,https://doi.org/10.1016/0045-7949(90)90186-6,"Mahmoud, F.F.; Hassan, M.M.; Salamon, N.J.",
10.1016/0031,crossref,deformable object contact topology,Motion analysis of a homogeneously deformable object using subset correspondences,1991,Pattern Recognition,10.1016/0031-3203(91)90042-4,https://doi.org/10.1016/0031-3203(91)90042-4,"Chaudhuri, Subhasis; Chatterjee, Shankar",
10.1007/978-,crossref,deformable object contact topology,Object recognition with deformable models using constrained elastic nets,1992,Informatik aktuell,10.1007/978-3-642-77785-1_12,https://doi.org/10.1007/978-3-642-77785-1_12,"Schwarzinger, Michael; Noll, Detlev; v. Seelen, Werner",
10.1007/bf02,crossref,deformable object contact topology,Analysis of 3D shape and strain distributions of a deformable object using stereo vision,1994,KSME Journal,10.1007/bf02953259,https://doi.org/10.1007/bf02953259,"Yang, I. H.",
10.1007/978-,crossref,deformable object contact topology,Dynamic Animation of Deformable Bodies,1994,From Object Modelling to Advanced Visual Communication,10.1007/978-3-642-78291-6_3,https://doi.org/10.1007/978-3-642-78291-6_3,"Gascuel, Marie-Paule; Puech, Claude",
10.5244/c.9.,crossref,deformable object contact topology,An Efficient 3D Deformable Model with a Self-Optimising Topology.,1995,Procedings of the British Machine Vision Conference 1995,10.5244/c.9.4,https://doi.org/10.5244/c.9.4,"Bulpitt, AJ; Efford, ND",
10.1007/978-,crossref,deformable object contact topology,Decomposition and Descent Methods for the Solution of the Contact Problem between Rigid and Deformable Solids,1995,Contact Mechanics,10.1007/978-1-4615-1983-6_27,https://doi.org/10.1007/978-1-4615-1983-6_27,"Radi, B.; Gelin, J. C.",
10.1016/s016,crossref,deformable object contact topology,Globally constrained deformable models for 3D object reconstruction,1998,Signal Processing,10.1016/s0165-1684(98)00143-1,https://doi.org/10.1016/s0165-1684(98)00143-1,"Montagnat, Johan; Delingette, Hervé",
